worker_ID,asg_ID,payments,experiment_id,current_question,answer1,feedback,initial_time,begin_time
"A1JH50STB9BOB6","3JAOYWH7VI46VI0N31DAEOEE8KOL92","[ 0, 0, 0, 0.04, 0, 0, 0, 0 ]",384,3,"{ ""3"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Based on the percentages provided, Sam should give a grade of B to maximize his reward as it has an 80 % probability of being given by the other student partners. In addition, Sam only thinks that his essay deserves an A and thinks that Lisa and the other student partners will give agree with a 40 % chance."" ], ""time"" : 284175 } } }",,1455643342227.0,1455643358207.0
"AX7GXFVBO00TE","3RU7GD8VPOTERIBK4Z68C0SO5IFPSG","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",385,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" B is more \""secure\"" choice, if Sam choses \""A\"" there is 90% chance he will not get any bonus."" ], ""time"" : 201418 } } }",,1455643799784.0,1455643826493.0
"ACQLG4AAKO2S4","3QRYMNZ7FYHF3XCMDKY6IGJF7MSNT7","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",386,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" He should grade A as the popularity of the grade is very low as compared to grade B so therefore his bonus can be 5$ so l which is much more than the bonus that he will get on giving grade B. Also Lisa will give grade A to 20% of the class if she answers honestly increasing the chances of getting the bonus."" ], ""time"" : 419529 } } }",,1455643988870.0,1455644066190.0
"ATDTDYACIYC97","3KOPY89HM82ELQN7J70N7WY04353JX","[ 0, 0.04, 0, 0, 0, 0, 0, 0 ]",387,1,"{ ""1"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" 40% of the time, if Sam gives a B and Lisa gives an A, there is no penalty and Sam gets $1. 60% of the time, if Sam and Lisa both give a B, he pays the lower penalty of $1.25 (vs. $5 if they both gave an A)."" ], ""time"" : 311344 } } }",,1455645285477.0,1455645306765.0
"33edeo4","2wnce",,388,0,,,1455730790142.0,1455730792963.0
"33ed3e3eo4","2wnce",,389,7,,,1455730800137.0,1455730808366.0
"2","2",,390,3,,,1455736690332.0,1455736683770.0
"A28L1K6D8QUCML","3LOZAJ85YDDQVSWDWB1JFV1NARSX2L",,391,5,,,1455737494695.0,1455737503122.0
"A3RU7ANMLXJQF6","3V26SBZTBDE56YZ4M0YIZRR530PZZS",,393,3,,,1455737516132.0,1455737519542.0
"A3JOLUCA0ROJO","3RRCEFRB7MCTL38ZVTSPJD7TB204BF",,394,3,,,1455737516725.0,1455737529845.0
"A25CAT0W9W97Z8","37C0GNLMHF30FNAXSDCAB1F7AEI6D9",,399,3,,,1455737515685.0,1455737572548.0
"A1X5IZPCRLL0Z7","3N2BF7Y2VQUJG60R1P2HRIRRS6QMH8","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",397,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" If he only gets the bonus based on what he thinks he'll get, with a ninety percent chance, then he should go with the almost sure bet. Otherwise he'll get nothing. Which is not a maximum reward."" ], ""time"" : 123676 } } }",,1455737537217.0,1455737545220.0
"A1A0KQOM0EP2P","3SB5N7Y3O348DWY9SEX18L8DA3D0GD",,403,1,,,1455737660980.0,1455737672720.0
"A37DTVGS7RX6AG","304SM51WA34CNOAALUO7HGNZPI3SBA",,404,2,,,1455737677844.0,1455737697642.0
"A27MJOV91GA8R3","3NG53N1RLVJW8YWBQ103V9SNUSBP8S","[ 0, 0, 0, 0, 0, 0.04, 0, 0 ]",400,5,"{ ""5"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ ""Sam will be maximizing his reward by choosing A which will be the least popular grade.  I also believe that an A is hard to get so his assumption that most kids will get a B is correct."" ], ""time"" : 159063 } } }",,1455737575674.0,1455737582481.0
"AIC8CB12DQC0K","3BXQMRHWKZYOLS6B1O9GAXGHMESUMH","[ 0, 0.04, 0, 0, 0, 0, 0, 0 ]",396,1,"{ ""1"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" There is an 80% chance of B's and a 40% chance Lisa will give it an A.  His odds are much better if he gives it a B, rather than pay the penalty."" ], ""time"" : 206876 } } }",,1455737500932.0,1455737542134.0
"a24luxw1db1qi5","32eyx73oy09fi8j36w5xwwars1rur5","[ 0, 0.04, 0, 0, 0, 0, 0, 0 ]",401,1,"{ ""1"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" It is more likely that Lisa will give the essay a B, and if Sam gives an A he will not incur a penalty if their grades are different."" ], ""time"" : 145918 } } }",,1455737598577.0,1455737604566.0
"A3SCEZTWZYV3BC","3L0KT67Y8EG80W3LVM2RPRL0ARKYSU","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",392,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ ""Because if he thinks the others are more likely to give themselves Bs and he gets more money when they have the opposite then he should do it. Plus he needs to try to make sure there are 2 as and 2 bs or else no one gets anything."" ], ""time"" : 247771 } } }",,1455737505602.0,1455737517680.0
"A1BQI9JKLVCIL0","3LQ8PUHQFLSXKNA0GA4PZPKABX6HIN","[ 0, 0, 0, 0, 0, 0.04, 0, 0 ]",402,5,"{ ""5"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" If he feels that 80% of the time an honest student will give a B and that everyone is infact behaving honestly he would have a much higher chance of getting a larger reward if he grades it an A. He would however have a risk of being penalized more but the risk is worth the reward since it only happens in 20% of the outcomes. "" ], ""time"" : 184984 } } }",,1455737649015.0,1455737665893.0
"AEHXJIW38LJS4","384PI804XS1B3170NERIXZRGYE6S0O","[ 0, 0.04, 0, 0, 0, 0, 0, 0 ]",398,1,"{ ""1"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Minimize the chance that Lisa gives it an A and have the penalty be 5 dollars which is much worse than the predicted 100/y cost."" ], ""time"" : 304699 } } }",,1455738099063.0,1455737561958.0
"A24GO5LYDQE2T1","3VHP9MDGRNKMTOXUTAK3L1A2ID9FCL","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",405,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ ""Sam believes that 80% of the papers will get Bs, so B grades are more likely than As. There is a 90% chance that Lisa will also give the paper a B. If Sam and Lisa give the same grade then Sam will get a bonus. If Lisa gives a different grade then Sam won't get a bonus. To maximize his reward Sam must give the same grade as Lisa. It seems like Lisa will likely give the essay a B so Sam should too."" ], ""time"" : 187510 } } }",,1455737944314.0,1455737957282.0
"A3BI98I9V2FL0T","3WQ3B2KGE8GCT4BG8B9NLF0QZIRB1A",,407,5,,,1455738190247.0,1455738201824.0
"ANV4TUKMWLA8E","3YOH7BII097T8JV8L265R6QWBG6KVR",,408,6,,,1455738215194.0,1455738230286.0
"A190V40E0SCAEF","3AQF3RZ558IXD7OTJJ70Z1ISMRY6FK","[ 0, 0, 0, 0, 0, 0, 0.04, 0 ]",395,6,"{ ""6"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" Assuming everyone will grade honestly 20% will give A and 80% B so not counting Sam that is 4 B's and 1 A. In order to have at least 2 A's and 2 B's then Sam must give an A. "" ], ""time"" : 705097 } } }",,1455737521928.0,1455737541770.0
"A2BQ9UA0LIKZQ3","3QJOXOW4XJR7WW9PBOUB6FUE0QZEML",,410,6,,,1455738324462.0,1455738339893.0
"A292QSLC0BUT0O","3MH9DQ757WCOTIAPQLBLXSWKQSHGUW","[ 0.04, 0, 0, 0, 0, 0, 0, 0 ]",406,0,"{ ""0"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ ""A will get sam the most money and with lisa he has just under a 50/50 chance of her grading the paper an a too. So the smartest thing to do is go with A and theirs a good chance lisa will grade the same thus giving them the maximum reward."" ], ""time"" : 205157 } } }",,1455738109979.0,1455738142354.0
"A3AT9S1CF9QV4K","3ZR9AIQJUB9S1G5PXDV0ZWBAKY504R",,412,3,,,1455738434769.0,1455738450390.0
"A4TCXT3XNS4DM","3JJVG1YBEBXBHMCZ9YBZO5D7BYX5BN","[ 0, 0, 0, 0, 0, 0, 0, 0.04 ]",411,7,"{ ""7"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Sam should grade B because why the hell not. "" ], ""time"" : 104373 } } }",,1455738365721.0,1455738379663.0
"A3RP70I4XDGOIS","378XPAWRUCDIA02MA4UXI3X6Y2IAI7",,413,7,,,1455738498562.0,1455738515279.0
"AYQH26R4KXW2K","386CSBG1OZMU4WE2XZIUB0M6TT86QF","[ 0, 0.04, 0, 0, 0, 0, 0, 0 ]",409,1,"{ ""1"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" For Sam to Maximize his reward he should give the essay an A.  While it's true that if Lisa gives the essay an A also he will lose more money, but according to the scenario he believes there is only a 40% chance that Lisa will choose giving the essay an A.  So it's more likely she will give the essay a B and if he also gives the essay a B he will lose his original $1 and have to pay an additional $.67.  So again for same to maximize his reward he should grade it an A because there's a 60% chance that Lisa will grade it a B. "" ], ""time"" : 320798 } } }",,1455738280339.0,1455738302615.0
"A2M2BNQ1XW3J4Y","3OUYGIZWR7YEQ9R8VXNO2UM5BU1P07",,415,0,,,1455738867288.0,1455738884035.0
"A3Q2XBURXQ8RJS","320DUZ38G7MFF2ZVEM77QQN99CKGJ1",,416,6,,,1455738577681.0,1455738892085.0
"A2JPXAF2MC24F7","39ZSFO5CA8WYKK0QYRWOU5O0IKYUJE","[ 0, 0, 0, 0, 0, 0.04, 0, 0 ]",414,5,"{ ""5"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" Sam should give it 'A' to maximize his reward as in that case Lisa will give a 'B' (with 90% chance) and consequently he has not to pay any penalty. If, however, Lisa gives 'A', he gets a penalty of $5. On the other hand, if he gives 'B' and Lisa also gives a 'B', he has to pay a penalty of $1.25 only and that has a chance of 90%. In my opinion, Sam should grade the essay honestly even if he has to pay a penalty, wrongly grading the essay simply in order to maximize his reward is entirely unacceptable to me."" ], ""time"" : 756195 } } }",,1455738506328.0,1455738567735.0
"A2J1VDVDYZRK29","3QFUFYSY9YFJYKKF0VEL23YEQ0S4FX",,419,4,,,1455739364085.0,1455739370007.0
"A90JBLDKW71DX","3RGU30DZTA8F7CVHPP523V765YUJMA","[ 0, 0.04, 0, 0, 0, 0, 0, 0 ]",420,1,"{ ""1"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" It is stated above that the penalty will be only $1.67 vs $2.5 because B is more common."" ], ""time"" : 93423 } } }",,1455739240203.0,1455739392230.0
"ARVU7VYF2489E","3DPNQGW4LLFNFRR4Z2BH8XL1X1P46U","[ 0, 0, 0, 0, 0, 0, 0.04, 0 ]",417,6,"{ ""6"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ ""First Sam would have to hope that 2 other people grades his essay as an A. Then it would just be most profitable since he would get the $1.00 reward"" ], ""time"" : 414566 } } }",,1455739117616.0,1455739127466.0
"AEK67RC8DN148","3TUI152ZZBNZXAD5RT6DG4VPLIU1QE",,421,2,,,1455739808393.0,1455739818417.0
"A256SILBF4K00K","3WETL7AQWT86ER8MU5WT6MFVN6L53X","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",418,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ ""Since every grader will grade honestly, Lisa will also do it honestly. There's a 90% chance she will grade it B. As both the graders should give the same grade to receive any bonus at all, though it may not be the higher amount, Sam will have to grade it B. "" ], ""time"" : 759177 } } }",,1455739110164.0,1455739148003.0
"A1YGENVE7OI5JL","3EO896NRAWVJK7L1YM6EP92YZ6QJTB",,424,6,,,1455740816646.0,1455740912752.0
"A3UV55HC87DO9C","34HJIJKLP5W8UH650AJPKP10EUGV4C","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",423,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" There needs to be 2 A's and B's or there is no reward at all."" ], ""time"" : 163187 } } }",,1455740820820.0,1455740835289.0
"A19KF02ULCISTQ","3X87C8JFV6BZRUCZ4CLXC5IYBI8QSO","[ 0, 0, 0, 0, 0, 0, 0, 0.04 ]",422,7,"{ ""7"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Lisa must grade an A to be different from Alice's B (90%0 chance). Nicole will probably grade a B too. That is the starting $1, no penalt, and an additional 50 cents. $1.50 total."" ], ""time"" : 349514 } } }",,1455740631273.0,1455740748430.0
"A2WLGVXAVT2XTR","3UN61F00HWPYXTTO5VXPOKIBTKZ5RZ",,,,,,1455741157409.0,
"A29CKVKSYJXIQ0","3N2BF7Y2VQUJG60R1P2HRIRRS6WMHE",,426,1,,,1455741942830.0,1455742226042.0
"A1FBO95OVBYOH1","33OOO72IVHLWCTFVOUPS25P39MGTC6",,427,1,,,1455742494451.0,1455742503268.0
"AOIK8K4X34LGR","36U2A8VAG1ZACDQDQDTPY5UQTXDYKJ","[ 0, 0, 0, 0, 0, 0.04, 0, 0 ]",425,5,"{ ""5"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ ""The key is the assumption that everyone besides Sam grades honestly. Then, there is a 90% chance that Lisa will give the essay a B and Sam suffers zero penalty. There is a 10% chance that Lisa will give the essay an A and then Sam will suffer a $5 penalty. Multiplying $5 by 10% chance gives an expected penalty risk if Sam reports an A of 50 cents. If Sam were to give a B instead, there is only a 10% chance that Lisa would give the essay an A resulting in a zero penalty for Sam. There is a 90% chance that Lisa would also give the essay a B, which will result in a penalty for Sam of $1.25. $1.25 multiplied by 90% is $1.125 (rounded to $1.13) which is a higher penalty risk than the 50 cents risk for reporting an A grade. (If others are able to grade dishonestly too, that creates a more difficult situation for assessing risk, especially if it's difficult to assess who will still grade honestly and whether everyone will understand the penalty system, a situation that shows why penalties should not be set up to reward dishonesty.)"" ], ""time"" : 827208 } } }",,1455741682090.0,1455741707255.0
"A273DS7TQWR9M1","39KFRKBFINVT24BSO5LI5MBZD2IOYO","[ 0, 0, 0, 0.04, 0, 0, 0, 0 ]",428,3,"{ ""3"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" The chances of receiving a B is 80%, Sam should report a grade of B to maximize his rewards because that is what most graders will report. "" ], ""time"" : 457038 } } }",,1455743093054.0,1455743129058.0
"A3R5MB6MJOZZ6T","3B3WTRP3DB20UWEFTVV5ZSF53OA29G",,429,7,,,1455743628117.0,1455743640741.0
"A2DXEPC4QFV4R1","34T446B1C0EVWKI4QS1IIUNYCBL0C3","[ 0, 0.04, 0, 0, 0, 0, 0, 0 ]",430,1,"{ ""1"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" Lisa is more likely (60%) to give the essay a B. This means that they will give different grades, meaning that Sam will not have to pay anything, maximizing his reward. It is taking a chance but the odds are in his favor. He is also being honest with his grade."" ], ""time"" : 224545 } } }",,1455743794611.0,1455743705291.0
"AK884VX5S74ZW","3BF51CHDTVAMDSTKCKFJTLKEP30H03",,432,1,,,1455744632017.0,1455744627278.0
"AU6ZURVHX4KPT","3X4JMASXCM9CMFQYCS5N7AHGUQQB0C","[ 0, 0, 0, 0, 0, 0.04, 0, 0 ]",431,5,"{ ""5"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" This seems like a trick question. If he is so sure that Lisa will give a B (and she is grading honestly, as indicated in the explanation), then he should give an A in order to not pay a fine."" ], ""time"" : 464510 } } }",,1455744101525.0,1455744421206.0
"A11S8IAAVDXCUS","33TIN5LC04AQVH7MMG208WGAI37Y9V",,433,6,,,1455744961722.0,1455744953283.0
"A3LKPARORDKLWT","3YW4XOSQKQLRP3KM82QIQ5SEO311UK","[ 0, 0, 0, 0, 0, 0, 0, 0.04 ]",434,7,"{ ""7"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" If 90% of them will get a B then it would be best to go with b"" ], ""time"" : 62033 } } }",,1455746411545.0,1455746423456.0
"A2HWXD63F0FD21","3FIUS151DV25O09U6GM4TDVTHKGGGA","[ 0, 0, 0, 0.04, 0, 0, 0, 0 ]",435,3,"{ ""3"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ ""Because he thinks that his essay deserves the A."" ], ""time"" : 582010 } } }",,1455747259237.0,1455747383576.0
"A1GABEPSX2V15F","31QTRG6Q2TDBN4NT35YXUMGPN7SYPT","[ 0, 0, 0, 0, 0, 0.04, 0, 0 ]",437,5,"{ ""5"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" I used the information provided to me as well as my gut instincts to make a logical decision."" ], ""time"" : 17267 } } }",,1455748516498.0,1455748687479.0
"A2WF8JGMNB4UEN","3K5TEWLKGVB22O5KLZLTEQBJJCWVI6","[ 0.04, 0, 0, 0, 0, 0, 0, 0 ]",436,0,"{ ""0"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" Since B is the grade that is likely to be more popular, I think Sam should report an A in order to maximize his reward because the reward is higher when both graders choose the less popular grade.  It is difficult though because Lisa will only report an A with 40% chance .  "" ], ""time"" : 292137 } } }",,1455746855906.0,1455748430019.0
"A2QTP92PCZUGI2","3KIBXJ1WD5UYIZMBKQKRWEWOFNLOK5","[ 0, 0, 0, 0, 0, 0.04, 0, 0 ]",438,5,"{ ""5"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" If he gives a different grade than Lisa (A), his penalty will be 0, so his total reward will be $1.  If he gives a B, and Lisa also gives a B, then he will get some amount less than $1 because he will have to pay a penalty for giving the same grade.  So to maximize his reward he should pick A. "" ], ""time"" : 178000 } } }",,1455748774005.0,1455748795498.0
"A268OJ4RQUMQRE","36V4Q8R5ZK0WTZZUKFPB0WJSJU5QMT",,439,4,,,1455749209108.0,1455749205177.0
"A38HFMRXB5Q13M","30OG32W0SUBDEEUPNP9BJUJE5GQEN2","[ 0, 0.04, 0, 0, 0, 0, 0, 0 ]",440,1,"{ ""1"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Most students get a B, so he will get a lower penalty if he gets a B. Also, if Lisa gives him an A and he gets a B, then he will not get a penalty."" ], ""time"" : 120353 } } }",,1455749680534.0,1455749751789.0
"A1TGEFPTH2DXAN","3F0BG9B9MPNMHYJT7J4GU0P4NEU7Y5","[ 0.04, 0, 0, 0, 0, 0, 0, 0 ]",441,0,"{ ""0"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" They have the same possibilities but I like Sam better"" ], ""time"" : 30769 } } }",,1455750963974.0,1455751455522.0
"A1T9IKE8GV4LR4","3MTMREQS4VI0BVMRZLYCJU6EDDUAWS",,442,3,,,1455748261434.0,1455752299884.0
"A1I7XL4VK40KOD","3WS1NTTKEYC2ZW2EHURJQ0819P9F0R","[ 0, 0, 0, 0.04, 0, 0, 0, 0 ]",443,3,"{ ""3"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" To maximize his grades, he needs people to grade papers a B, to get bonus.  If they are graded the same then he will not recieve any bonus."" ], ""time"" : 252118 } } }",,1455756710480.0,1455756735259.0
"AUR6U2RJAGUTF","33JKGHPFYCUBQ2M24NXUW2ONEJZNMK","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",444,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" If the chance of getting A is very less then it is better to stick with B. Because if he dont get the same grade as Lisa then he wont get any bonus. Chances of both getting A is very less while getting B is very high"" ], ""time"" : 211182 } } }",,1455757162804.0,1455757192881.0
"AKD6ZJ7KMZ630","3TPZPLC3M0CA71Q5EK574SKCE7PP38","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",445,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" There is a 60% chance that the partner will give the essay a grade of B, so with the discrepancy between the grades, there is a higher chance that he will get a higher reward."" ], ""time"" : 229210 } } }",,1455758578344.0,1455758590409.0
"A3L2VS3998R77L","3S3AMIZX3U5PV4JY24PDX17H62LDC4","[ 0, 0, 0, 0, 0, 0, 0, 0.04 ]",447,7,"{ ""7"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" I based my answer on the statements that Sam thinks 80% will get a B and only 20% an A so the other graders will more likely choose B. "" ], ""time"" : 199059 } } }",,1455763553374.0,1455763582396.0
"A1YBUA89N9CV2N","3X66WABAJWI4UOX6B1FKAJ6KDHQG3L","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",449,2,,,1455763943896.0,1455764029483.0
"A4806MFWRDL42","3DUZQ9U6SMORW28GQBF7ISH6SCAVSE","[ 0, 0.04, 0, 0, 0, 0, 0, 0 ]",446,1,"{ ""1"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" Higher the popularity, lower the penalty"" ], ""time"" : 510521 } } }",,1455763410429.0,1455763477237.0
"AW20MQTG1Z8LF","3IX2EGZR7BJ64S89UX1JPU1GBNORJ5",,450,7,,,1455764348715.0,1455764340971.0
"A2C4R0TBPZGWTD","3VE8AYVF8MXKHL7HCY4YJFEJSOSF8N","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",452,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" That's how it works"" ], ""time"" : 72092 } } }",,1455766768773.0,1455766778562.0
"A3L0I55SEJU1HJ","3OE22WJIGIOF6743THGXR60MWHQUQ9","[ 0, 0, 0, 0, 0, 0.04, 0, 0 ]",451,5,"{ ""5"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" There is a 90% chance that Lisa will grade the essay B. In this case, Sam can grade the essay A and avoid all penalties. In the event that Lisa also grades it A, Sam will end up with a $5 penalty, but there is only a 10% chance of that. Hence the odds are  no penalty (90%) vs $5 penalty (10%). "" ], ""time"" : 739269 } } }",,1455766074019.0,1455766113290.0
"A1X4S67ITK7Y2","3HSYG7LRBJYFS81WMYSYPXFFVK7KKH","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",453,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" Sam should report an A because then it makes him and Lisa agree. And it's known that partners of graders who give an A have a 60% likelihood of giving a B. Therefore, he is more likely to receive a B from Lisa's partner. "" ], ""time"" : 186740 } } }",,1455767711939.0,1455767697947.0
"A372F1FDPWXBY3","3HWRJOOET52AURMUVLQXIOTKSHSSEQ",,454,2,,,1455768640008.0,1455768653783.0
"A9E9L9MWEZOPN","31JLPPHS2UUSM1E4ZKSSFSFM44BO3C","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",455,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" A grade only first grade. for that only sam will get more reward"" ], ""time"" : 160533 } } }",,1455771695914.0,1455771712326.0
"A3F4IMM0T0EIWD","3I02618YA06U6V3OT418R1ACRM3UPJ","[ 0.04, 0, 0, 0, 0, 0, 0, 0 ]",457,0,"{ ""0"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" Because it must be correct answer"" ], ""time"" : 59046 } } }",,1455774579233.0,1455774871661.0
"A39PT6IK8BV4V","3GDTJDAPVUBQNVZYYL8BE5YSPQ18MM","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",456,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" The A will get the reward"" ], ""time"" : 268516 } } }",,1455774668188.0,1455774719135.0
"A2X6K5T4P6GXTY","3NGMS9VZTLITW0H4KCA4T7V5FT1FF2","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",458,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Ofcource Sam should select B as the chance for LISA selecting a B is 90%. If he select A, then according to the mathematical calculation he has only a 10% chance of getting a higher amount. "" ], ""time"" : 286153 } } }",,1455774629215.0,1455775161302.0
"A33QI63NVR8CUO","3TY7ZAOG5FKDFIUSI5IG6D06HNY0KQ","[ 0, 0, 0, 0.04, 0, 0, 0, 0 ]",459,3,"{ ""3"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" I believe that Sam is right when he mentioned that everyone should get a B."" ], ""time"" : 179188 } } }",,1455775727528.0,1455775752115.0
"A150CIC6SJN8JC","3TMSXRD2X604H79R325J8TDB9ML1WY",,460,4,,,1455778718334.0,1455778744757.0
"A1RROEUFR0F2DU","33LKR6A5KEKCPQ5X8X08L96C5S3T10","[ 0, 0, 0, 0, 0, 0, 0.04, 0 ]",461,6,"{ ""6"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" 20% of the essays will get an A and 80% will get a B if everyone grades honestly"" ], ""time"" : 24815 } } }",,1455779508952.0,1455779394034.0
"APHNYDGTCRN3O","3R2PKQ87NW8JC1BB77K2RUS6SNPMIT","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",463,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Assuming that every other grader is going to grade honestly, if Sam gives an B, while Lisa, Nicole and Alice give an A, Sam would receive a total reward of 0.5+1−0.5=$10.5+1−0.5=$1."" ], ""time"" : 104538 } } }",,1455781792653.0,1455781802199.0
"A2X30CJGIOQTJV","3GDTJDAPVUBQNVZYYL8BE5YSPRKM8L","[ 0, 0.04, 0, 0, 0, 0, 0, 0 ]",462,1,"{ ""1"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Sam believes that 20% of the essays will get an A and 80% will get a B if everyone grades honestly"" ], ""time"" : 134368 } } }",,1455781747794.0,1455781797965.0
"A3VF6YKYHMBY8U","3AQF3RZ558IXD7OTJJ70Z1ISMVLF6O",,464,7,,,1455783440045.0,1455783416170.0
"A9MK3VLKHHXJ6","3UN61F00HWPYXTTO5VXPOKIBTOM5RU",,465,3,,,1455783631958.0,1455783650371.0
"A2WGW5Y3ZFBDEC","3WT783CTPBHWG7LEO8Y72BJH3J3CBU",,466,5,,,1455785108712.0,1455785128913.0
"A3IPMSDYZPFVIL","3WMOAN2SRBXUGPGBIFYLJY705FONVK",,467,3,,,1455797288154.0,1455797320103.0
"A2HYPKCDQH8Y83","3L0KT67Y8EG80W3LVM2RPRL0AVZSYB","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",468,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ ""First of all there should be 2 As and 2 Bs. Then only Sam will get reward. If Sam gives grade A and Lisa's grade (B) is same as Nicole. And if Alice gives grade A. Then Sam will get bonus without any penalty. It will maximize his reward."" ], ""time"" : 880764 } } }",,1455797737303.0,1455797778566.0
